canonical_smiles molregno activity_id standard_value standard_units
FC(F)(F)c1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23)c1 1333327 10836719 600 nM
Fc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23)c1F 1333329 10836720 2300 nM
Fc1c(Cl)cccc1Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23 1333330 10836721 950 nM
Fc1c(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23)cccc1C(F)(F)F 1333331 10836722 300 nM
Fc1cccc(F)c1Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23 1333332 10836723 2300 nM
C(N1CCC(CC1)Oc2ncnc3c2ccn3Cc4ccccc4)c5ccccc5 1333335 10836724 1200 nM
Cc1cccc(CN2CCC(CC2)Oc3ncnc4c3ccn4Cc5ccccc5)n1 1333348 10836725 2400 nM
Cc1ccc(CN2CCC(CC2)Oc3ncnc4c3ccn4Cc5ccccc5)nc1 1333349 10836726 980 nM
Cc1ccnc(CN2CCC(CC2)Oc3ncnc4c3ccn4Cc5ccccc5)c1 1333350 10836727 2200 nM
Cc1cccnc1CN2CCC(CC2)Oc3ncnc4c3ccn4Cc5ccccc5 1333351 10836728 730 nM
Fc1cccc(CN2CCC(CC2)Oc3ncnc4c3ccn4Cc5ccccc5)n1 1333352 10836729 2900 nM
Fc1ccc(CN2CCC(CC2)Oc3ncnc4c3ccn4Cc5ccccc5)nc1 1333353 10836730 1100 nM
Fc1ccccc1Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc23 1333356 10836731 1800 nM
Fc1cccc(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc23)c1F 1333357 10836732 1000 nM
Fc1c(Cl)cccc1Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc23 1333358 10836733 680 nM
Fc1c(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc23)cccc1C(F)(F)F 1333359 10836734 320 nM
NC(=O)CN1CCN(Cc2onc(n2)c3cn(CC4CCOCC4)c5c(Cl)cccc35)CC1 1335411 10848360 19952.62 nM
CC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@H]3c4ccc(F)c(F)c4)c(Cl)c2 1283210 10859013 1100 nM
O[C@@]1(CCNC[C@@H]1c2onc(c2)c3ccc(F)cc3Br)c4ccc(F)c(F)c4 1334654 10859014 1700 nM
O[C@@]1(CCNC[C@@H]1c2onc(c2)c3c(Cl)cccc3Cl)c4ccc(F)c(F)c4 1334655 10859015 2800 nM
O[C@@]1(CCNC[C@@H]1c2onc(c2)c3ccc(F)cc3Cl)c4ccc(F)c(F)c4 1334656 10859016 3400 nM
O[C@@]1(CCNC[C@@H]1c2onc(c2Br)c3ccccc3Cl)c4ccc(F)c(F)c4 1334657 10859017 6200 nM
Cc1cccc(c1C)c2noc([C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c2Br 1334819 10859018 6000 nM
O[C@@]1(CCNC[C@@H]1c2onc(c2Br)c3c(Cl)cccc3Cl)c4ccc(F)c(F)c4 1334820 10859019 3900 nM
O[C@@]1(CCNC[C@@H]1c2onc(c2Br)c3cccc4ccccc34)c5ccc(F)c(F)c5 1334821 10859020 4200 nM
CC(=O)NCCc1ccccc1c2noc([C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c2Br 1334822 10859021 10500 nM
CC(=O)NCCc1ccccc1c2onc([C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c2Br 1334823 10859022 10700 nM
O[C@@]1(CCNC[C@@H]1c2cc(on2)c3c(Cl)cccc3Cl)c4ccc(F)c(F)c4 1334824 10859023 9800 nM
CC(=O)NCCc1cc(F)ccc1c2onc([C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c2Br 1334825 10859024 23000 nM
CC(=O)NCCc1ccccc1c2onc(c2)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4 1334826 10859025 3300 nM
CC(=O)NCCc1ccccc1c2onc([C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c2Cl 1334827 10859026 15300 nM
CC(=O)NCCc1ccccc1c2onc([C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c2C(=O)C 1334828 10859027 13700 nM
CC(O)c1c(onc1[C@H]2CNCC[C@]2(O)c3ccc(F)c(F)c3)c4ccccc4CCNC(=O)C 1334829 10859028 33600 nM
CC(=O)NCCc1ccccc1c2onc([C@H]3CNCC[C@@H]3c4ccc(F)c(F)c4)c2Br 1334830 10859029 19500 nM
CO[C@@]1(CCNC[C@@H]1c2noc(c2Br)c3ccccc3CCNC(=O)C)c4ccc(F)c(F)c4 1334831 10859030 21200 nM
CC(=O)NCCc1ccccc1c2onc([C@H]3CNCC[C@]3(C(=O)N)c4ccc(F)c(F)c4)c2Br 1334832 10859031 30000 nM
COC[C@H](C)COCc1ccc(cc1)[C@@]2(O)CCNC[C@@H]2c3noc(c3Br)c4ccccc4CCNC(=O)C 1334834 10859725 31200 nM
CCOC(=O)C1CCCN(C1)C(=N)c2ccc(cc2)C(=O)Nc3ccc(Cl)cc3C(=O)Nc4ccc(Cl)cn4 367192 10883913 16 nM
CN1C[C@@H]2CN(C[C@H]12)c3ccc(nc3)c4ccc5[nH]ccc5c4 1345949 10915078 1900 nM
COc1ccc(cc1NC2CCN(C)CC2)S(=O)(=O)n3cc(C)c4cc(Cl)ccc34 1440020 12141919 800 nM
COc1ccc(cc1NC2CCN(C)CC2)S(=O)(=O)n3cc(C)c4cc(F)ccc34 1440019 12141920 950 nM
Cc1nc2ccccc2n1[C@@H]3C[C@H]4COC[C@@H](C3)N4CC[C@H](NC(=O)C5CCC5)c6ccccc6 1443218 12187729 42 nM
Cc1onc(n1)C2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7noc(C)n7 1444559 12172894 1403 nM
Cn1cc(cn1)C2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7 1444558 12172895 2616 nM
Cc1onc(n1)[C@@]2(N[C@@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7 1444557 12172896 543 nM
Cc1onc(n1)[C@]2(N[C@@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7 1444556 12172897 462 nM
Cc1onc(n1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7 1444555 12172898 1638 nM
Cc1onc(n1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7 1444554 12172899 1701 nM
Fc1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)C(N3)(c6ccccc6)c7ccccc7 1444553 12172900 44 nM
Cc1onc(n1)[C@@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6 1444552 12172977 2206 nM
Cc1onc(n1)[C@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6 1444551 12172978 385 nM
Cn1cc(cn1)[C@@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6 1444550 12172979 2189 nM
Cn1cc(cn1)[C@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6 1444561 12172980 300 nM
Fc1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6 1444560 12172981 377 nM
C1CC(CCO1)[C@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccccc6 1359642 12172982 369 nM
CNC1CN(C1)c2nc(N)nc3cc(cnc23)C(C)C 1558646 13287670 12882.5 nM
CCc1cnc2c(nc(N)nc2c1)N3CC[C@H](C3)NC 1558642 13287674 43651.58 nM
CCc1cnc2c(nc(N)nc2c1)N3CC(C3)NC 1558641 13287675 34673.69 nM
CCc1cnc2c(nc(N)nc2c1)N3CCN(C)CC3 1558640 13287676 26915.35 nM
CN[C@@H]1CCN(C1)c2cc(NCC3CC3)nc(N)n2 1262987 13287677 3467.37 nM
CCc1ccc2c(nc(N)nc2c1)N3CC[C@H](C3)NC 1558638 13287679 2754.23 nM
CCc1ccc2c(nc(N)nc2c1)N3CC(C3)NC 1558637 13287680 2454.71 nM
CCc1ccc2c(nc(N)nc2c1)N3CCNCC3 1558636 13287681 1513.56 nM
CNC1CN(C1)c2nc(N)nc3cc(ccc23)C4CC4 1558635 13287682 3630.78 nM
Nc1nc(N2CCNCC2)c3ccc(cc3n1)C4CC4 1558634 13287683 4677.35 nM
CNC1CN(C1)c2nc(N)nc3cc(ccc23)C4CCCC4 1558631 13287686 831.76 nM
Nc1nc(N2CCNCC2)c3ccc(cc3n1)C4CCCC4 1558630 13287687 3388.44 nM
Nc1nc(N2CCNCC2)c3ccc(cc3n1)c4occc4 1273054 13287688 3235.94 nM
O[C@@H]1CC[C@H](CC1)c2ccc(OCCCN3CCCCC3)cc2 1557416 13294560 5800 nM
COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1 65605 13340293 2.1 nM
FC(F)(F)c1cccc(CN2C[C@@H]3CC[C@@H](NC(=O)C(C4CCCCC4)C5CCCCC5)[C@@H]3C2)c1 1576012 13410296 9520 nM
FC(F)(F)c1cccc(CN2C[C@@H]3CC[C@H](NC(=O)C(C4CCCCC4)C5CCCCC5)[C@@H]3C2)c1 1351151 13410362 690 nM
